Date                                    , Status                                  , ProjName                                , BoardDefShortName                       , BoardDefName                            , SynthName                               , ImplName                                , SynthInfo                               , SynthWarnings                           , SynthCritWarnings                       , SynthError                              , ImplInfo                                , ImplWarnings                            , ImplCritWarnings                        , ImplError                               , ImplDRCWarnings                         , ImplDRCError                            , ImplTimingWNS                           , ImplTimingFaildEndpoints                , ImplTimingTNS                           ,
2018-08-15T00:18:04                     , Ok                                      , zynq_soc                                , ZEDBOARDCUSTOM                          , em.avnet.com:ZEDBOARDCUSTOM:part0:1.3   , synth_1                                 , impl_1                                  , 72                                      , 36                                      , 0                                       , 0                                       , 16                                      , 2                                       , 0                                       , 0                                       , 2                                       ,  0                                      , 3.411                                   , 0                                       , 0.000                                   ,
